coordinate_role,guide_name,id,jurisdiction,latitude,longitude,map_eligible,notes,official_owner,official_url,planner_eligible,review_status,role,scope,score_impact,source_kind,spot_name,spot_type
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:027:sheringa_beach,SA,-33.871897,135.170897,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Elliston official tourism,https://elliston.com.au/attractions/fishing-information/,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,local_tourism_fishing_guide,Sheringa Beach,surf_beach
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:028:normanville_jetty,SA,-35.445288,138.307605,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",District Council of Yankalilla / Visit Fleurieu Coast,https://www.visitfleurieucoast.com.au/webdata/resources/files/A35%20Local%20Fishing%20Spots.pdf,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,local_tourism_fishing_guide,Normanville Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:029:rapid_bay_jetty,SA,-35.521366,138.185362,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",District Council of Yankalilla / Visit Fleurieu Coast,https://www.visitfleurieucoast.com.au/webdata/resources/files/A35%20Local%20Fishing%20Spots.pdf,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,local_tourism_fishing_guide,Rapid Bay Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:030:cape_jervis_jetty,SA,-35.6039,138.0967,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",District Council of Yankalilla / Visit Fleurieu Coast,https://www.visitfleurieucoast.com.au/webdata/resources/files/A35%20Local%20Fishing%20Spots.pdf,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,local_tourism_fishing_guide,Cape Jervis Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:031:beachport_jetty,SA,-37.48425,140.018142,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Beachport Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:032:port_germein_jetty,SA,-33.029603,137.995686,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Port Germein Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:033:whyalla_jetty,SA,-33.0346,137.584,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Government of South Australia / WE ARE.SA,https://www.weare.sa.gov.au/news/2023/q4/top-fishing-spots-in-south-australia,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_government_public_fishing_reference,Whyalla Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:034:port_hughes_jetty,SA,-34.073,137.55,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Port Hughes Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:035:moonta_bay_jetty,SA,-34.054321,137.558551,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Moonta Bay Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:036:wallaroo_jetty,SA,-33.929781,137.626416,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Wallaroo Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:037:edithburgh_jetty,SA,-35.084796,137.749608,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Edithburgh Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:038:ardrossan_jetty,SA,-34.423907,137.923852,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Ardrossan Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:039:glenelg_jetty,SA,-34.980486,138.509295,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Glenelg Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:040:semaphore_jetty,SA,-34.837593,138.477127,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Semaphore Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:041:grange_jetty,SA,-34.902595,138.487388,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Grange Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:042:brighton_jetty,SA,-35.017455,138.512613,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Brighton Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:043:port_noarlunga_jetty,SA,-35.149089,138.466117,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Port Noarlunga Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:044:emu_bay_jetty,SA,-35.591278,137.50624,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Emu Bay Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:045:kingscote_jetty,SA,-35.654,137.64,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Kingscote Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:046:american_river_wharf,SA,-35.777,137.775,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,American River Wharf,wharf
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:047:denial_bay_jetty,SA,-32.1,133.575,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Ceduna Tourism,https://www.cedunatourism.com.au/denial-bay-collection-1/denial-bay-jetty,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,local_tourism_fishing_guide,Denial Bay Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:048:ceduna_jetty,SA,-32.126,133.672,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Ceduna Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:049:tumby_bay_jetty,SA,-34.377616,136.105514,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Tumby Bay Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:050:port_neill_jetty,SA,-34.116,136.349,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Port Neill Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:051:venus_bay_jetty,SA,-33.23,134.675,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Venus Bay Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:052:port_kenny_jetty,SA,-33.168,134.692,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Port Kenny Jetty,jetty
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:053:sugars_beach,SA,-35.552618,138.887819,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Government of South Australia / WE ARE.SA,https://www.weare.sa.gov.au/news/2023/q4/top-fishing-spots-in-south-australia,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,tidal_estuary,none,state_government_public_fishing_reference,Sugars Beach,beach_river_mouth
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:054:goolwa_beach,SA,-35.514152,138.760957,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_fishing_reference,Goolwa Beach,surf_beach
supplemental_spot_candidate,Relaxed-scope public fishing references,sa_supplemental_fishing:055:murray_mouth,SA,-35.539164,138.875548,True,"Relaxed-scope fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",South Australian tourism,https://southaustralia.com,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,tidal_estuary,none,state_tourism_fishing_reference,Murray Mouth,river_mouth
